id карточки,id связи с точкой (поле id в выгрузке),id точки,Координаты точки,Кадастровый номер ОКСа,Наименование ОКСа,Площадь ОКСа,Адрес ОКСа из ГКН,Иной найденный адрес,Комментарий,Инвентарный номер БТИ,Иные сведения ОКС,Кадастровый номер ЗУ,ВРИ,Площадь ЗУ,Адрес ЗУ из ГКН,Район/округ,Поселение,Населенный пункт,Эл# план стр#,Улица,Номер здания,Адрес ФИАС,Полнота исходного адреса,Почтовый индекс,Номер заявки в РЛДД,Дата заявки,Дата передачи в ОМС для внесения а,ОКТМО,Код ФИАС,Код КЛАДР,ОКАТО,Статус,Объект отмечен на отправку,Объект адресации в ФИАС,Признак принадлежности объекта,"Дата документа, на основании котор","Номер документа, на основании кото",Объект отправлен,Результат получен,Дата отправки,Дата получения результата,Статус техпроцесса Адресации,Дата создания карточки,ФИО пользователя создавшего карточку,Дата последней версии строки,Тип последнего изменения,Дата отчета Желтые,Дата отчета Синие,Дата отчета Зеленые,Для загрузки в РГИС,Stamp,Ошибка,Автор изменения строки
668976223,668976223,564502697,POINT(37.6877261816086 55.5400789486204),50:21:0010144:266,Акт определения кадастровой стоимости объектов недвижимости,95.7,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, город Видное, улица Детская, дом 19б/2",,,,,50:21:0010141:69,,82.2,"обл. Московская, р-н Ленинский, г. Видное, ул. Детская, дом 19б/2",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
1240562480,753581561,564502699,POINT(37.6878014115903 55.5399215614778),,,,,"Московская область, Ленинский район, г.Видное, ул.Детская, дом 19б/1",,,,50:21:0010141:70,личное подсобное хозяйство,637,"обл. Московская, р-н Ленинский, г. Видное, ул. Детская, дом 19б/1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 24 2020 12:35PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
918252670,753585071,564502701,POINT(37.6884241733405 55.5399890490764),50:21:0010212:1257,жилой дом,116,"Московская область, Ленинский район, г.Видное, ул.Детская, д.19А",,,,,50:21:0010144:8,Для ведения личного подсобного хозяйства,1002,"обл. Московская, р-н Ленинский, г. Видное, ул. Детская, уч.№19а",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  7:07PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
1246919180,763225311,564492103,POINT(37.7516068276108 55.573545089649),50:21:0040109:483,жилой дом,191.9,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,ТЛПХ Подлипки тер,Совхоз им. Ленина с/п,20",,,,,50:21:0040109:422,Для ведения личного подсобного хозяйства,1500,,Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  2:28PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246929370,763226741,564492105,POINT(37.7513565195911 55.5738322598427),,,,,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,ТЛПХ Подлипки тер,Совхоз им. Ленина с/п,20",,,,50:21:0040109:422,Для ведения личного подсобного хозяйства,1500,,Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  2:29PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246888560,763230901,564492109,POINT(37.7517952105221 55.5739354437347),50:21:0040109:468,жилой дом,115.8,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,Спортивная (ТЛПХ Подлипки тер) ул,18",,,,,50:21:0040109:64,Для ведения личного подсобного хозяйства,1500,"Московская область, Ленинский муниципальный район, сельское поселение Совхоз им. Ленина, деревня Малое Видное, ТЛПХ ""Подлипки"", участок 18",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  2:25PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1247371250,753528641,564492111,POINT(37.7529605784101 55.5737279535388),50:21:0040109:551,жилой дом,64.2,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,ТЛПХ ""Подлипки"",в районе д. Малое Видное д,ТЛПХ Подлипки тер,15,15",,,,,50:21:0040109:444,Для ведения личного подсобного хозяйства,1460,,Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  3:32PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
917164210,763261991,564502711,POINT(37.6866539992013 55.5396302382412),50:21:0010142:320,жилой дом,415.7,"Московская область, Ленинский район, г.Видное, пер. Овражный, д.18",,,,,50:21:0010143:128,Индивидуальное жилищное строительство,800,"обл. Московская, р-н Ленинский, г. Видное, пер. Овражный, уч.№2",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  7:01PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
918151850,763258291,564502721,POINT(37.6851450861993 55.5396772637248),50:21:0010142:315,жилой дом,87.5,"Московская область, Ленинский район, г.Видное, пер. Овражный, д.14а",,,,,50:21:0010142:129,индивидуальное жилищное строительство,1000,"обл. Московская, р-н Ленинский, г. Видное, ул. Спортивная",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  2:49PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
918150970,753579121,564502723,POINT(37.6853390241205 55.539953883341),50:21:0010142:316,жилой дом,260.9,"Московская область, Ленинский район, г.Видное, пер. Овражный, д.14",,,,,50:21:0010143:1,для индивидуального жилищного строительства,800,"обл. Московская, р-н Ленинский, г. Видное, пер. Овражный, уч.№14",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  2:46PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,да        ,,,MOBTI\s.pakhomov
918164910,763264251,564502725,POINT(37.6844329132121 55.5395342974506),50:21:0010142:407,жилой дом,134.6,"Московская область, район Ленинский, г Видное, ул Спортивная, д 10",,,,,50:21:0010142:32,Для ведения личного подсобного хозяйства,955,"обл. Московская, р-н Ленинский, г. Видное, ул. Спортивная, дом 10",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  3:24PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
1247397880,763230981,564492113,POINT(37.7532669539212 55.5738886176554),50:21:0040109:857,жилой дом,280.8,"Российская Федерация, Московская область, Ленинский муниципальный район, сельское поселение Совхоз им. Ленина, д. Малое Видное, ТЛПХ ""Подлипки"", ул. Спортивная, дом 13",,,,,50:21:0040109:71,Для ведения личного подсобного хозяйства,1295,"Московская область, Ленинский муниципальный район, сельское поселение Совхоз им. Ленина, д. Малое Видное, ТЛПХ ""Подлипки"", ул. Спортивная, участок № 13",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  3:36PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246868350,763234241,564492117,POINT(37.7531278644217 55.5741667478877),50:21:0040109:819,жилой дом,356.7,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,ТЛПХ Подлипки тер,12,12",,,,,50:21:0040109:24,Для ведения личного подсобного хозяйства,1500,"Московская область, Ленинский район, сельское поселение Совхоз им. Ленина, деревня Малое Видное, ТЛПХ ""Подлипки"", участок 12",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  2:22PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246846590,763226161,564492121,POINT(37.7522118822973 55.5746115776633),50:21:0040109:487,Жилой дом,193.3,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,ТЛПХ""Подлипки"" тер,37",,,,,50:21:0040109:407,Для ведения личного подсобного хозяйства,1500,"Московская область, Ленинский район, сельское поселение Совхоз им. Ленина, деревня Малое Видное, ТЛПХ ""Подлипки"", участок 37",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  2:17PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246720440,753526491,564492123,POINT(37.7516732292791 55.5744082063977),50:21:0040112:1242,жилой дом,114.8,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,ТЛПХ Подлипки тер,Совхоз им. Ленина с/п,39Б,39 б",,,,,50:21:0040109:437,Для ведения личного подсобного хозяйства,750,,Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  2:08PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
919712220,763052071,564420217,POINT(37.6871071082048 55.5436008519163),50:21:0010130:360,жилой дом,96.1,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ДСК ""им. 12 Декабря"", 2-ой Дачный переулок, д. 11, уч. 11/1",,,,,50:21:0010130:231,Для дачного строительства,1180,"обл. Московская, р-н Ленинский, городское поселение Видное, г. Видное, ""ДСК им. 12 Декабря"", 2-й Дачный пер, дом 11, уч. №11/1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 13 2020  1:19PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
919396010,763048531,564420221,POINT(37.6868451362741 55.5432277478588),50:21:0000000:31062,жилой дом с надворными постройками,71.6,"Московская область,Ленинский р-н,Видное г,Дачный 2-й переулок,2А","ДСК ""им. 12 Декабря""",,,,50:21:0010130:392,для дачного хозяйства,1097,"Московская область, р-н Ленинский, г. Видное, ДСК ""им. 12 Декабря""",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 13 2020 12:16PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
919434840,753226441,564420223,POINT(37.6872510165501 55.5431843510068),,,,,"Московская область,Ленинский муниципальный р-н,Видное г,ское поселение Видное г,пер.2-ой Дачный,д.11, уч. 11/2 тер,11/2",,,,50:21:0010130:233,дачное строительство,270,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ДНТ ""ДСК им. 12 Декабря"", 2-ой Дачный переулок, участок №11/2",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 13 2020 12:27PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
719098105,719098105,564420237,POINT(37.6882580020949 55.5428411526107),,,,,"Московская область, Ленинский район , г. Видное, ДНТ ""ДСК им. ""12 Декабря"", 1-ый Центральный пер., дом 10",,,,50:21:0010130:217,для дачного строительства,44008,"обл. Московская, р-н Ленинский, г. Видное, ДСК ""им.12 Декабря"", пер. 1-ый Центральный, уч. №10",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/13/2020,2,,,,,,,MOBTI\s.pakhomov
1240597290,763258741,564502743,POINT(37.6840667427791 55.539883132642),50:21:0000000:31441,"Здание (Жилой дом, часть жилого дома с надворными постройками)",57.5,"Московская область, Ленинский район, г.Видное, ул. Спортивная, д.8А",,,,,50:21:0010142:169,личное подсобное хозяйство,386.3,"обл. Московская, р-н Ленинский, г. Видное-2, ул. Спортивная, дом 8а",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 24 2020  1:27PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
917133860,753578981,564502745,POINT(37.6844479943357 55.5400735723557),,,,,"Московская область, Ленинский район, г.Видное, пер. Овражный, дом 13",,,,50:21:0010142:226,Для ведения личного подсобного хозяйства,740,"обл. Московская, р-н Ленинский, г. Видное, пер. Овражный, дом 13",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  6:35PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
917129950,763263261,564502753,POINT(37.6839187063896 55.5402715454299),50:21:0010143:158,жилой дом,61.5,"Московская обл., Ленинский р-н, Видное г/п, город Видное-2, переулок Овражный, 12",,,,,50:21:0010142:231,Для ведения личного подсобного хозяйства,360.5,"обл. Московская, р-н Ленинский, городское поселение Видное, г. Видное, Овражный переулок, дом 12, уч. №12/2",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  6:33PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
917126930,763265291,564502755,POINT(37.6845629789594 55.5403656281985),50:21:0010142:442,жилой дом,142.4,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, Овражный переулок, дом 11",,,,,50:21:0010140:240,Для дачного строительства,436,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, Овражный переулок, участок № 11",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  6:30PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
1246313440,763231071,564492127,POINT(37.751171553728 55.574574811246),50:21:0040109:465,жилой дом,150.7,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,Садовая (ТЛПХ Подлипки тер) ул,40",,,,,50:21:0040109:452,Для ведения личного подсобного хозяйства,1538.52,"Московская область,  Ленинский район, сельское поселение Совхоз им. Ленина, деревня Малое Видное, ТЛПХ ""Подлипки"", участок 40",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020 12:46PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246323080,763232051,564492129,POINT(37.7503199675116 55.5742273114692),50:21:0040109:497,жилой дом,421.4,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,Садовая (ТЛПХ Подлипки тер) ул,48",,,,,50:21:0040109:59,Для ведения личного подсобного хозяйства,1500,,Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020 12:48PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246340310,753523501,564492131,POINT(37.7501894765371 55.5741326615564),,,,,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,Садовая (ТЛПХ Подлипки тер) ул,48",,,,50:21:0040109:59,Для ведения личного подсобного хозяйства,1500,,Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020 12:52PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246182750,763232171,564492135,POINT(37.7499011441677 55.5745905831396),,,,,"Московская область,Ленинский р-н,в районе д.Малое Видное,ТЛПХ ""Подлипки"" д,ТЛПХ ""Подлипки"" тер,71,кв уч. №71",,,,50:21:0040109:448,Для ведения личного подсобного хозяйства,1500,"обл. Московская, р-н Ленинский, в районе д. Малое Видное, ТЛПХ ""Подлипки"", уч. №71",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020 12:22PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
668960973,668960973,564420243,POINT(37.6869927480068 55.5428160887775),50:21:0010130:377,Акт определения кадастровой стоимости объектов недвижимости,136.4,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ул. Центральная, дом 9",,,,,50:21:0010211:468,,123.7,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ул. Центральная, участок № 9",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668978699,668978699,564420247,POINT(37.6863539979337 55.5427700936649),50:21:0010108:222,жилое строение (дачный дом),397.4,"Московская область, Ленинский район, г. Видное, ДСК ""им.""12 Декабря"", ул. Центральная, дом 7/15-а",,,,,50:21:0010140:83,,188.8,"обл. Московская, р-н Ленинский, г. Видное-2, ДСК ""им.12 Декабря"", ул. Центральная, дом 7/15",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
919724320,763048351,564420251,POINT(37.6864101105643 55.5431670253131),50:21:0010142:397,баня,43942,"Московская область, Ленинский район, г. Видное, ДСК им. ""12 Декабря"", 2-й Дачный переулок, уч. 15/2",,,,,50:21:0010130:43,Для дачного строительства,799,"обл. Московская, р-н Ленинский, г. Видное, ДСК им.""12 Декабря"", пер. 2-й Дачный, уч.№15/2",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 13 2020  1:27PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
919715750,763048791,564420253,POINT(37.6866998470755 55.5432595704603),,,,,"Московская область, Ленинский район, г.Видное, пер.2-й Дачный, д.13",,,,50:21:0010130:220,Дачное хозяйство,421,"обл. Московская, р-н Ленинский, Видное-2, ДСК им. ""12 Декабря"", пер. 2-й Дачный, дом 13",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 13 2020  1:20PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
917043910,763266241,564502757,POINT(37.6841293353792 55.5403956751256),50:21:0010142:259,жилой дом,33.3,"Московская область, Ленинский район, г.Видное-2, туп.2-й Павловский, д.10",,,,,50:21:0010142:212,Для ведения личного подсобного хозяйства,1109,"обл. Московская, р-н Ленинский, г. Видное-2, туп. 2-й Павловский, уч. №10",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  6:27PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
917143640,763256861,564502763,POINT(37.6853035598519 55.5404309308992),50:21:0000000:32175,жилой дом,33.3,"Московская область,Ленинский р-н,Видное г,2-й Павловский туп,ДСК ""12 Декабря"",16,кв ДСК ""12 Декабря""",,,,,50:21:0010142:156,дачное хозяйство,1103,"обл. Московская, р-н Ленинский, г. Видное-2, туп. 2-й Павловский, дом 16",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  6:39PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
917162050,763263271,564502765,POINT(37.6859015094992 55.5403668199941),,,,,"Московская область,Ленинский р-н,Видное-2 г,ДСК им. ""12 Декабря"",2-ой Парковый проезд,дом.7, уч.7,кв уч-7",,,,50:21:0010140:223,для ведения дачного хозяйства,1000,"обл. Московская, р-н Ленинский, Видное-2, ДСК им. ""12 Декабря"", проезд 2-ой парковый, дом 7, уч-7",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  6:57PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
917157390,753579981,564502767,POINT(37.6854442412943 55.5401805869338),50:21:0010140:263,жилой дом,124.9,"Московская область, Ленинский район, г.Видное, пр.2-й Парковый, д.7",,,,,50:21:0010140:233,Для ведения личного подсобного хозяйства,450,"обл. Московская, р-н Ленинский, г. Видное, проезд 2-й Парковый, дом 7",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  6:53PM,Макеева Надежда Михайловна,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
1246200460,763233241,564492137,POINT(37.7502893731005 55.5746705676292),,,,,"Московская область, Ленинский муниципальный район, сельское поселение Совхоз им. Ленина, д. Малое Видное, ТЛПХ ""Подлипки"", ул. Пересветская, дом  69 а",,,,50:21:0040109:12,Для ведения личного подсобного хозяйства,750,"Московская область, Ленинский муниципальный район, сельское поселение Совхоз им. Ленина, д. Малое Видное, ТЛПХ ""Подлипки"", ул. Пересветская, участок № 69 а",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020 12:24PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246206920,763228511,564492139,POINT(37.7503196727882 55.574819622213),,,,,"Московская область, Ленинский район, Картинский  с.о., в районе д.Малое Видное, ТЛПХ ""Подлипки"", уч.69",,,,50:21:0040109:13,Для ведения личного подсобного хозяйства,750,"Московская область, Ленинский район, с/п. Совхоз им. Ленина, д. Малое Видное, территория ТЛПХ ""Подлипки"", уч. 69",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020 12:25PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246185640,763226551,564492141,POINT(37.7501204534521 55.5748498361206),50:21:0000000:7827,жилой дом,61,"Московская область, Ленинский муниципальный район, сельское поселение Совхоз им. Ленина, д. Малое Видное, ТЛПХ ""Подлипки"", ул. Пересветская, дом  69 а",,,,,50:21:0040109:12,Для ведения личного подсобного хозяйства,750,"Московская область, Ленинский муниципальный район, сельское поселение Совхоз им. Ленина, д. Малое Видное, ТЛПХ ""Подлипки"", ул. Пересветская, участок № 69 а",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020 12:23PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1246172310,763228911,564492143,POINT(37.7498035799346 55.5748809454534),,,,,"Московская область,Ленинский р-н,в районе д.Малое Видное,ТЛПХ ""Подлипки"" д,ТЛПХ ""Подлипки"" тер,71,кв уч. №71",,,,50:21:0040109:448,Для ведения личного подсобного хозяйства,1500,"обл. Московская, р-н Ленинский, в районе д. Малое Видное, ТЛПХ ""Подлипки"", уч. №71",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020 12:19PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1240571220,763264011,564502769,POINT(37.6863351610436 55.5405126359979),,,,,"Московская область, Ленинский район, г.Видное-2, пр.2-й Парковый, д.5",,,,50:21:0010140:42,Для ведения личного подсобного хозяйства,1752,"обл. Московская, р-н Ленинский, г. Видное-2, проезд 2-й Парковый, дом 5",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 24 2020 12:49PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
917162200,763262591,564502771,POINT(37.6862291227501 55.5401476721329),50:21:0020101:587,дом,96.5,"Московская область,Ленинский муниципальный р-н,Видное г,городское поселение Видное,ДСК ""им. 12 Декабря"" город,Детская ул,24,24",,,,,50:21:0010140:249,дачное хозяйство,833,"Московская область,  Ленинский муниципальный район, городское поселение Видное, г. Видное, ""ДСК им.12 Декабря"", ул. Детская, уч. №24",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 10 2020  6:58PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668976203,668976203,564502775,POINT(37.6866508685083 55.5391929874799),50:21:0010143:284,Индивидуальный жилой дом,398.4,"Московская область, р-н Ленинский, г Видное, пер Овражный",,,,,,,206.3,,Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
918161250,763257571,564502777,POINT(37.6859180488943 55.5392720352533),50:21:0010140:982,50:21:0010140:982,164.5,"Московская область,Ленинский р-н,Видное г,Овражный переулок,17а",,,,,50:21:0010143:151,индивидуальное жилищное строительство,800,"Московская область, Ленинский район, городское поселение Видное, г. Видное, Овражный переулок, дом 17а",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  3:14PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
918157940,753575351,564502789,POINT(37.6861089358344 55.5389457465515),,,,,"Московская область, Ленинский район, г.Видное, ул. Пушкина, д.№5",,,,50:21:0010143:127,Для ведения личного подсобного хозяйства,570,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ул. Пушкина, при д. № 5, уч. № 5",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  3:03PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668976821,668976821,564492151,POINT(37.7479014928099 55.5739740419936),50:21:0040109:839,Акт определения кадастровой стоимости объектов недвижимости,299.6,"Московская область, Ленинский район, д. Малое Видное, ТЛПХ ""Подлипки"", ул. Пересветская, дом 81а",,,,,50:21:0040109:802,,221.1,"Московская область, Ленинский  район, сельское поселение Совхоз им. Ленина, деревня Малое Видное, ТЛПХ ""Подлипки"", участок 81/2",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668976810,668976810,564492153,POINT(37.7514583828638 55.5742057565478),50:21:0040109:834,Жилой дом,713.5,"Московская область, Ленинский муниципальный район, сельское поселение Совхоз им. Ленина, д. Малое Видное, ТЛПХ ""Подлипки"", ул. Садовая, дом № 41",,,,,50:21:0040109:7,,329.3,"Московская область, Ленинский район, сельское поселение Совхоз им. Ленина, деревня Малое Видное, ТЛПХ ""Подлипки"", уч.№ 41",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
1246716430,753529431,564492157,POINT(37.7511479811282 55.5741651681802),,,,,"Московская область,Ленинский р-н,Совхоз имени Ленина с/п,Малое Видное д,Садовая (ТЛПХ Подлипки тер) ул,Совхоз им. Ленина с/п,43",,,,50:21:0040109:285,Для ведения личного подсобного хозяйства,1500,"Московская область, Ленинский район, сельское поселение Совхоз им. Ленина, деревня Малое Видное, ТЛПХ ""Подлипки"", участок 43",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 26 2020  2:07PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
