id карточки,id связи с точкой (поле id в выгрузке),id точки,Координаты точки,Кадастровый номер ОКСа,Наименование ОКСа,Площадь ОКСа,Адрес ОКСа из ГКН,Иной найденный адрес,Комментарий,Инвентарный номер БТИ,Иные сведения ОКС,Кадастровый номер ЗУ,ВРИ,Площадь ЗУ,Адрес ЗУ из ГКН,Район/округ,Поселение,Населенный пункт,Эл# план стр#,Улица,Номер здания,Адрес ФИАС,Полнота исходного адреса,Почтовый индекс,Номер заявки в РЛДД,Дата заявки,Дата передачи в ОМС для внесения а,ОКТМО,Код ФИАС,Код КЛАДР,ОКАТО,Статус,Объект отмечен на отправку,Объект адресации в ФИАС,Признак принадлежности объекта,"Дата документа, на основании котор","Номер документа, на основании кото",Объект отправлен,Результат получен,Дата отправки,Дата получения результата,Статус техпроцесса Адресации,Дата создания карточки,ФИО пользователя создавшего карточку,Дата последней версии строки,Тип последнего изменения,Дата отчета Желтые,Дата отчета Синие,Дата отчета Зеленые,Для загрузки в РГИС,Stamp,Ошибка,Автор изменения строки
668968828,668968828,563348965,POINT(37.6749023354423 55.559395174578),50:21:0030215:810,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",126.1,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СНТ ""Ветеран"", дом 74",,,,,50:21:0030215:370,,83.8,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СНТ""Ветеран"", уч. №74",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
663964252,663964252,563348967,POINT(37.6758091313004 55.5596415868327),50:21:0030215:824,Дом,246.9,"Российская Федерация,Московская область,  Ленинский муниципальный район, городское поселение Видное, г.Видное, территория СНТ ""Ветеран"", дом 69",,,,,50:21:0030215:472,Для садоводства,86.2,"обл. Московская, р-н Ленинский, гордское поселение Видное, СНТ ""Ветеран"", уч. №69",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan  9 2020 11:09PM,Администратор,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
849606870,762763231,563348977,POINT(37.6767379834664 55.559820286943),50:21:0030215:785,дом,48,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория СНТ ""Ветеран"", дом 47",,,,,50:21:0030215:132,Для садоводства,520,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория СНТ ""Ветеран"", участок № 47",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 10:02AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
849355210,752760801,563348985,POINT(37.6758270646132 55.5593746173816),50:21:0030210:728,жилое строение (садовый дом),219.2,"Московская область,Ленинский р-н,Видное городское поселение,Ветеран снт,СТ Ветеран снт,Видное г/п,72",,,,,50:21:0030210:82,Для садоводства,720,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Ветеран"", уч.№72",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  9:37AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
668976590,668976590,563348993,POINT(37.6766505969917 55.5594590928168),50:21:0030215:960,Жилой дом,45.8,"Российская Федерация,  Московская область , Ленинский муниципальный район , сельское поселение Видное, деревня Тарычево, садоводческое некоммерческое товарищество ""Ветеран"", дом 66",,,,,50:21:0030215:177,,44031,"обл. Московская, р-н Ленинский, с/о Горкинский, с/т ""Ветеран"", уч №66",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
851081460,762763211,563349001,POINT(37.6757778697332 55.5591646973275),50:21:0030215:889,Дом,114,"Московская область, Ленинский район, городское поселение Видное, снт Реформа, уч. 22",,,,,50:21:0030215:250,для садоводства,660,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""Реформа"", уч. №22",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  1:14PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
850969790,762772031,563349017,POINT(37.6760650231522 55.5588453376233),50:21:0030215:855,жилой дом,130,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СНТ ""Реформа"", дом 24",,,,,50:21:0030215:763,Для садоводства,548.01,"Московская область, Ленинский муниципальный район, городское поселение Видное,  г Видное, с/т ""Реформа"", уч 24",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  1:05PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
850049220,762764361,563349029,POINT(37.6765043305846 55.5586961216072),50:21:0030215:788,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",114,"Московская область, Ленинский район, городское поселение Видное, с.о.Булатниковский, садов.тов.""Реформа"", уч. 38",,,,,50:21:0030215:268,Для садоводства,580,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""Реформа"", участок №38",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 11:00AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
850960740,762767681,563349033,POINT(37.6750112206522 55.5585843531936),50:21:0030215:822,дом,111.5,"Московская область,Ленинский р-н,Видное г,городское поселение Видное,с/т ""Реформа"" аал,Реформа снт,4",,,,,50:21:0030215:270,для садоводства,550,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""Реформа"", уч. №4",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  1:03PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
719119573,719119573,563349049,POINT(37.6761934756872 55.5581177516138),,,,,"Московская область, Ленинский район, городское поселение Видное, с/т ""Реформа"", участок 28",,,,50:21:0030215:257,Для садоводства,25,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""Реформа"", уч.-28",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
719119543,719119543,563349051,POINT(37.6760001500284 55.5580758968858),,,,,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, город Видное, с/т ""Реформа""",,,,50:21:0030215:242,садоводство,44066,"Московская область, Ленинский район,  садоводческое товарищество ""Реформа"", Булатниковская сельская администрация",Ленинский городской округ,,,,,,,,,,,,,,,,Синяя точка,да,да,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,Март 2020,Март 2020,,,,,MOBTI\s.pakhomov
850762370,762763891,563349055,POINT(37.6762466497365 55.5580103679329),50:21:0030215:819,баня,43967,"Московская область,Ленинский р-н,Видное г,городское поселение Видное,с/т ""Реформа"" аал,Реформа снт,29",,,,,50:21:0030215:258,садоводство,560,"Московская область,  Ленинский муниципальный район, городское поселение Видное, садоводческое товарищество ""Реформа"", уч. №29",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 12:34PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,да        ,,,MOBTI\s.pakhomov
719115199,719115199,563349057,POINT(37.6757837125584 55.5579536584319),,,,,"Московская область, Ленинский район, городское поселение Видное, г. Видное, СНТ ""Реформа"", уч. 17",,,,50:21:0030215:148,Для садоводства,24,"Московская область, Ленинский район, городское поселение Видное, г. Видное, СНТ ""Реформа"", уч. 17",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
850717630,762769361,563349059,POINT(37.6758724013934 55.5578150978559),50:21:0000000:30845,дом,44052,"Московская область,Ленинский р-н,Видное г,городское поселение Видное,с/т ""Реформа"",Реформа снт,18",,,,,50:21:0030215:505,Для садоводства,600,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""Реформа"", уч.-18",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 12:28PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
850633870,762769631,563349061,POINT(37.676604776878 55.5578705620056),50:21:0030215:756,Жилое строение(садовый дом),81.6,"Московская область, Ленинский район,  городское поселение Видное,  с/т ""Реформа"", уч. 30",,,,,50:21:0030215:540,для садоводства,544,"Московская область,  Ленинский муниципальный район,  городское поселение Видное, СНТ ""Реформа"", участок №30",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 12:10PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
850349140,762764681,563349065,POINT(37.676714277481 55.5577485863359),50:21:0030215:802,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",148.7,"Московская область, Ленинский район,  городское поселение Видное, СНТ ""Реформа"", д. 31",,,,,50:21:0030215:407,Для садоводства,560,"обл. Московская, р-н Ленинский, с/о Булатниковский, с/т ""Реформа"", уч №31",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 11:37AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
719119678,719119678,563349075,POINT(37.67772562899 55.5576641841506),,,,,"Московская область, Ленинский район, городское поселение Видное, с/т ""Реформа"", участок №60",,,,50:21:0030215:292,садоводство,43972,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СНТ ""Реформа"", участок № 60",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
850241350,752760211,563349089,POINT(37.6785019467867 55.5571058334884),,,,,"Московская область,Ленинский муниципальный р-н,городское поселение Видное тер,городское поселение Видное,с/т ""Реформа"" тер,70,кв уч.70",,,,50:21:0030215:303,Для садоводства,540,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""Реформа"", уч.70",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 11:23AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
668974026,668974026,563349103,POINT(37.6785009036575 55.5576079184462),50:21:0030215:952,Жилой дом,77,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, город Видное, территория Садоводческого некоммерческого товарищества ""Ветеран"", дом 3а",,,,,50:21:0030215:162,,62.9,"обл. Московская, р-н Ленинский, с/о Горкинский, с/т ""Ветеран"", уч №3/1, уч.№3/1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
849778660,762769761,563349107,POINT(37.6799628220646 55.5575438318885),50:21:0000000:30495,дом,54.8,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""Ветеран"", уч.36",,,,,50:21:0030215:343,Для садоводства,800,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Ветеран"",  уч. № 36",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 10:20AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
849756990,752765791,563349125,POINT(37.6790226326347 55.5588242281332),50:21:0030210:1118,жилое строение (садовый дом),178.4,"Московская область, Ленинский район, городское поселение Видное, СНТ ""Ветеран"", д. 38",,,,,50:21:0030215:108,Для садоводства,1040,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""Ветеран"", участок №38",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 10:17AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,да        ,,,MOBTI\s.pakhomov
668966338,668966338,563349155,POINT(37.6764322791742 55.5582300379546),50:21:0030215:765,Жилое строение (садовый дом),99,"Московская область, Ленинский район, городское поселение Видное, с/т ""Реформа"", участок 28",,,,,50:21:0030215:257,,102.6,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""Реформа"", уч.-28",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
850082890,762765131,563349159,POINT(37.6767886312308 55.5582751089657),50:21:0000000:30564,дом,131.4,"Московская область,Ленинский р-н,Видное г,городское поселение Видное,с/т ""Реформа"",Реформа снт,41",,,,,50:21:0030215:272,садоводство,574.08,"Московская область,  Ленинский муниципальный район, городское поселение Видное, садоводческое товарищество ""Реформа"", уч. №41",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 11:05AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
668979084,668979084,563349161,POINT(37.6784893017309 55.5590486642132),50:21:0030210:1092,жилое строение (садовый дом),124.3,"Московская область, Ленинский район, городское поселение Видное, СНТ ""Ветеран"", д. 39",,,,,50:21:0030215:318,,102.1,"Московская область, Ленинский Муниципальный район, городское поселение Видное, СНТ ""Ветеран"", уч.№39",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
719065996,719065996,563349169,POINT(37.6776021666813 55.5602481533175),,,,,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Ветеран"", уч. №61",,,,50:21:0030215:448,Для садоводства,42.3,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Ветеран"", уч. №61",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:47AM,Администратор,6/13/2020,2,,,,,,,MOBTI\s.pakhomov
668881524,668881524,563349179,POINT(37.6821219949437 55.5634003529183),50:21:0040112:4701,Акт определения кадастровой стоимости объектов недвижимости,474,"Московская область,  Ленинский район, городское поселение Видное, д. Тарычево, ул. Фруктовые сады, д. 8",,,,,50:21:0040112:87,,335.7,"обл. Московская, р-н Ленинский, с/о Горкинский, д. Тарычево, уч.№8",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
851900100,752769031,563349189,POINT(37.6837376874047 55.5625364829797),50:21:0040104:1227,жилой дом,192.8,"Московская область, Ленинский район, городское поселение Видное, в районе д. Тарычево, уч. 5","обл. Московская, р-н Ленинский, с/о Горкинский, р-н д.Тарычево, уч.№ 5",,,,50:21:0040112:8940,Для ведения личного подсобного хозяйства,1040,"Московская область, Ленинский район, с/о Горкинский, р-н д.Тарычево",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  3:12PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
852008100,762767041,563349193,POINT(37.6839864827396 55.562460662919),50:21:0040104:1249,жилой дом,113.6,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, д. Тарычево, ул. Фруктовые сады, дом 5",,,,,50:21:0040112:8941,Для ведения личного подсобного хозяйства,600.27,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, д. Тарычево, ул. Фруктовые сады, участок № 5",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  3:17PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,да        ,,,MOBTI\s.pakhomov
851940030,752768061,563349195,POINT(37.684125027798 55.5626314379316),50:21:0040112:6450,Баня,113.6,"Московская область, Ленинский муниципальный район, городское поселение Видное, д Тарычево, уч 5","обл. Московская, р-н Ленинский, с/о Горкинский, р-н д.Тарычево, уч.№ 5",,,,50:21:0040112:8940,Для ведения личного подсобного хозяйства,1040,"Московская область, Ленинский район, с/о Горкинский, р-н д.Тарычево",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  3:15PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
719065471,719065471,563349273,POINT(37.6829415546648 55.5596111759967),,,,,"обл. Московская, р-н Ленинский, г. Видное, ул. Старо-Нагорная, уч. при домовладении №15",,,,50:21:0010201:34,Для ведения личного подсобного хозяйства,46.9,"обл. Московская, р-н Ленинский, г. Видное, ул. Старо-Нагорная, уч. при домовладении №15",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:47AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668986383,668986383,563349275,POINT(37.6829995961468 55.5592050911511),50:21:0010201:281,распоряжение Министерства имущественных отношений Московской области,54.7,"Московская область, Ленинский район,  г. Видное, ул. Старо-Нагорная, дом 12/4",,,,,50:21:0010201:118,,44.5,"обл. Московская, р-н Ленинский, г. Видное, ул. Старо-Нагорная, дом 12",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668988728,668988728,563349283,POINT(37.6823775326083 55.5589922368423),50:21:0010201:282,Акт определения кадастровой стоимости объектов недвижимости,60.2,"Московская область, Ленинский район,городское поселение Видное, город Видное,улица Старо-Нагорная","обл. Московская, р-н Ленинский, городское поселение Видное, г.Видное, ул. Старо-Нагорная, уч.№11/3",,,,50:21:0010201:38,Для ведения личного подсобного хозяйства,59.9,"обл. Московская, р-н Ленинский, городское поселение Видное, г.Видное, ул. Старо-Нагорная, уч.№11/3",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668988761,668988761,563349285,POINT(37.6830393405611 55.5589559655145),50:21:0010201:321,распоряжение Министерства имущественных отношений Московской области,3112,"Российская Федерация, Московская область,  Ленинский муниципальный район, городское поселение Видное, г.Видное, ул. Старо-Нагорная, дом №11",,,,,50:21:0010201:41,,858.4,"обл. Московская, р-н Ленинский, городское поселение Видное, г.Видное,, ул. Старо-Нагорная, уч.№11/7",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
1244102800,752760771,563349287,POINT(37.6829478074673 55.5586154095725),50:21:0010201:198,жилой дом,1143.9,"Московская область, Ленинский район, г.Видное, ул.Старо-Нагорная, д.10а",,,,,50:21:0010201:13,Для ведения личного подсобного хозяйства,800,"обл. Московская, р-н Ленинский, г. Видное, ул. Старо-Нагорная, уч.№10/1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 25 2020  5:00PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
668988772,668988772,563349289,POINT(37.682332140819 55.5586833732735),50:21:0010201:397,Хозяйственное строение,43948,"Московская область, р-н Ленинский, г. Видное, ул Старо-Нагорная","обл. Московская, р-н Ленинский, г. Видное, ул. Старо-Нагорная, уч.№10",,,,50:21:0010201:12,Для ведения личного подсобного хозяйства,52.1,"обл. Московская, р-н Ленинский, г. Видное, ул. Старо-Нагорная, уч.№10",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668986350,668986350,563349291,POINT(37.6829922318473 55.5583403462138),50:21:0010201:272,распоряжение Министерства имущественных отношений Московской области,310.4,"Московская область, р-н Ленинский, г. Видное, ул. Старо-Нагорная, д. 9",,,,,50:21:0010201:26,,191.2,"обл. Московская, р-н Ленинский, г. Видное, ул. Старо-Нагорная, дом 9",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
1244209750,762769671,563349333,POINT(37.6785166843688 55.5622300567565),50:21:0040104:929,жилой дом,71.7,"Московская область, р-н Ленинский, городское поселение Видное, д Тарычево, д 111",,,,,50:21:0040112:639,Индивидуальное жилищное строительство,3800,"обл. Московская, р-н Ленинский, с/о Горкинский, д. Тарычево, дом 111",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 25 2020  5:21PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
1244191940,762771991,563349335,POINT(37.6783586472848 55.5620020812355),50:21:0040104:856,жилой дом,729.4,"Московская область, Ленинский район, городское поселение Видное, д. Тарычево, д. 111",,,,,50:21:0040112:639,Индивидуальное жилищное строительство,3800,"обл. Московская, р-н Ленинский, с/о Горкинский, д. Тарычево, дом 111",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 25 2020  5:18PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
852066370,762768041,563349361,POINT(37.6840263421961 55.5630956202589),50:21:0040104:647,жилой дом,655.8,"Московская область,Ленинский р-н,Городское поселение Видное пгт,Тарычево д,Фруктовые сады ул,1",,,,,50:21:0040104:471,обслуживание жилой застройки,1270.19,"обл. Московская, р-н Ленинский, с/о Горкинский, в районе д.Тарычево, дом 1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  3:21PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
851682540,762769891,563349401,POINT(37.6816920761857 55.5615499546514),50:21:0040104:975,жилой дом,55.8,"Московская область,Ленинский район, городское поселение Видное, деревня Тарычево, д. 107 -108",,,,,50:21:0040104:558,Для ведения личного подсобного хозяйства,1409.88,"Московская область, Ленинский муниципальный район, городское поселение Видное, дер. Тарычево, дом №108, участок №108",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020  2:43PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
885669920,762794791,563359775,POINT(37.6527178819373 55.5376732192399),50:21:0010148:166,жилой дом,71.5,"Московская область, Ленинский район, г.Видное, пр.1-й Футбольный, д.17",,,,,50:21:0010148:108,Для ведения личного подсобного хозяйства,1250,"обл. Московская, р-н Ленинский, г. Видное, проезд 1-й Футбольный, дом 17",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  5:10PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,да        ,,,MOBTI\s.pakhomov
1064085180,762801781,563359781,POINT(37.6542021313361 55.5377067681768),,,,,"Московская область, Ленинский район, г.Видное-2, пр.1-й Футбольный, д.13а",,,,50:21:0010148:120,личное подсобное хозяйство,1081.56,"обл. Московская, р-н Ленинский, г. Видное-2, проезд 1-й Футбольный, дом 13а",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 24 2020  6:36PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668961351,668961351,563359785,POINT(37.6535170472447 55.5371342058719),50:21:0030211:448,жилое строение,44.6,"Московская область, р-н Ленинский, г Видное, снт Победа","Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, С/Т ""Победа"", участок № 194",,,,50:21:0030211:184,Для садоводства,32.1,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, С/Т ""Победа"", участок № 194",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
885458490,752806131,563359787,POINT(37.6530886965611 55.5370581151199),50:21:0030211:281,жилое строение (садовый дом),447.6,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, с/т ""Победа"", д. 196",,,,,50:21:0030211:73,для садоводства,470.53,,Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  4:26PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668961285,668961285,563359789,POINT(37.6525698444357 55.536759040468),50:21:0030211:422,Акт определения кадастровой стоимости объектов недвижимости,171.2,"Московская область, Ленинский район, городское поселение Видное, СНТ ""Победа""","Московская область, Ленинский муниципальный район,городское поселение  Видное, с/т ""Победа"", уч №177",,,,50:21:0030211:192,Для садоводства,136.8,"Московская область, Ленинский муниципальный район,городское поселение  Видное, с/т ""Победа"", уч №177",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
719094559,719094559,563359791,POINT(37.6523198542849 55.5367713629536),,,,,"Московская область, Ленинский муниципальный район,городское поселение  Видное, с/т ""Победа"", уч №177",,,,50:21:0030211:192,Для садоводства,46.4,"Московская область, Ленинский муниципальный район,городское поселение  Видное, с/т ""Победа"", уч №177",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668961296,668961296,563359795,POINT(37.6540645718669 55.5363800424898),50:21:0030211:431,Дом,107.8,"Московская область,Ленинский муниципальный район , городское поселение Видное, г. Видное, СТ  ""Победа"", дом 162",,,,,50:21:0030211:348,,99,"Московская область, Ленинский муниципальный район, городское поселение Видное, садоводческое товарищество  ""Победа"", участок №162",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
885535180,762794291,563359799,POINT(37.6531150687082 55.5361142977165),50:21:0000000:28741,дом,36,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, с/т ""Победа"", дом 148",,,,,50:21:0030211:169,Для садоводства,400,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, с/т ""Победа"", уч. №148",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  4:44PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,да        ,,,MOBTI\s.pakhomov
885543740,762799431,563359801,POINT(37.6537480619808 55.5361480534004),50:21:0030211:352,жилое строение (садовый дом),120.4,"Московская область,  Ленинский район, г. Видное,  городское поселение Видное, снт ""Победа"", дом 150",,,,,50:21:0030211:32,Для садоводства,400,"обл. Московская, р-н Ленинский, с/о Булатниковский, с/т ""Победа"", в районе деревни Лопатино, уч.№150",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  4:46PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
